node,pos_x,pos_y,path_order,connection,connection_type,track_info,node_type,cluster
Deorro,0.531175,0.359022,2,Rambo  - Deorro,created,Ookay: Deorro & J-Trick - Rambo (Let's Get Fuckin' Crazy Acappella),artist,-1
Rambo ,0.544528,0.408706,1,Rambo  - Ookay,played,Ookay: Deorro & J-Trick - Rambo (Let's Get Fuckin' Crazy Acappella),track_basic,-1
Ookay,0.536061,0.37073,2,Rambo  - Ookay,played,Ookay: Deorro & J-Trick - Rambo (Let's Get Fuckin' Crazy Acappella),set_artist,1
Rambo ,0.544528,0.408706,1,Rambo  - J-Trick,created,Ookay: Deorro & J-Trick - Rambo (Let's Get Fuckin' Crazy Acappella),track_basic,-1
J-Trick,0.561313,0.439003,2,Rambo  - J-Trick,created,Ookay: Deorro & J-Trick - Rambo (Let's Get Fuckin' Crazy Acappella),artist,-1
Bones,0.558151,0.283561,1,Bones - LOUDPVCK,created,Slushii: LOUDPVCK & Michael Sparks - Bones,track_basic,-1
LOUDPVCK,0.591738,0.231333,2,Bones - LOUDPVCK,created,Slushii: LOUDPVCK & Michael Sparks - Bones,artist,-1
Paradym,0.701557,0.573522,1,Paradym - Checkmate,created,San Holo: Fytch & Paradym - Checkmate,artist,-1
Checkmate,0.663814,0.525498,2,Paradym - Checkmate,created,San Holo: Fytch & Paradym - Checkmate,track_basic,-1
Natural Blues ,0.372809,0.335784,1,Natural Blues  - Moby,created,Galantis: Moby - Natural Blues (Bali Bandits Remix),track_basic,-1
Moby,0.330847,0.403058,2,Natural Blues  - Moby,created,Galantis: Moby - Natural Blues (Bali Bandits Remix),artist,-1
Natural Blues ,0.372809,0.335784,1,Natural Blues  - Galantis,played,Galantis: Moby - Natural Blues (Bali Bandits Remix),track_basic,-1
Galantis,0.445765,0.278193,2,Natural Blues  - Galantis,played,Galantis: Moby - Natural Blues (Bali Bandits Remix),set_artist,1
Fourth Impact,0.711493,0.488286,1,Fourth Impact - REZZ,created & played,REZZ: REZZ & K?d - Fourth Impact,track_basic,-1
REZZ,0.644947,0.434659,2,Fourth Impact - REZZ,created & played,REZZ: REZZ & K?d - Fourth Impact,set_artist,1
DC Breaks,0.0,0.599276,1,DC Breaks - Step Up,created,Chase and Status: DC Breaks - Step Up,artist,-1
Step Up,0.0364288,0.583926,2,DC Breaks - Step Up,created,Chase and Status: DC Breaks - Step Up,track_basic,-1
"Me, Myself & I",0.542202,0.306007,1,"Me, Myself & I - G-Eazy",created,"Jauz: G-Eazy & Bebe Rexha - Me, Myself & I",track_basic,-1
G-Eazy,0.527786,0.343011,2,"Me, Myself & I - G-Eazy",created,"Jauz: G-Eazy & Bebe Rexha - Me, Myself & I",artist,-1
"Me, Myself & I",0.542202,0.306007,1,"Me, Myself & I - Jauz",played,"Jauz: G-Eazy & Bebe Rexha - Me, Myself & I",track_basic,-1
Jauz,0.571512,0.303237,2,"Me, Myself & I - Jauz",played,"Jauz: G-Eazy & Bebe Rexha - Me, Myself & I",set_artist,1
Pursuit Of Happiness ,0.525769,0.446452,1,Pursuit Of Happiness  - Hardwell,played,Hardwell: Kid Cudi feat. MGMT - Pursuit Of Happiness (Acappella),track_basic,-1
Hardwell,0.599745,0.43278,2,Pursuit Of Happiness  - Hardwell,played,Hardwell: Kid Cudi feat. MGMT - Pursuit Of Happiness (Acappella),set_artist,1
Pursuit Of Happiness ,0.525769,0.446452,1,Pursuit Of Happiness  - Kid Cudi,created,Hardwell: Kid Cudi feat. MGMT - Pursuit Of Happiness (Acappella),track_basic,-1
Kid Cudi,0.464417,0.417604,2,Pursuit Of Happiness  - Kid Cudi,created,Hardwell: Kid Cudi feat. MGMT - Pursuit Of Happiness (Acappella),artist,-1
Pursuit Of Happiness ,0.525769,0.446452,1,Pursuit Of Happiness  - MGMT,created,Hardwell: Kid Cudi feat. MGMT - Pursuit Of Happiness (Acappella),track_basic,-1
MGMT,0.491194,0.436716,2,Pursuit Of Happiness  - MGMT,created,Hardwell: Kid Cudi feat. MGMT - Pursuit Of Happiness (Acappella),artist,-1
Love Sosa ,0.391455,0.253294,1,Love Sosa  - RL Grime,played,RL Grime: Chief Keef - Love Sosa (RL Grime Remix),track_basic,-1
RL Grime,0.459933,0.29647,2,Love Sosa  - RL Grime,played,RL Grime: Chief Keef - Love Sosa (RL Grime Remix),set_artist,1
Love Sosa ,0.391455,0.253294,1,Love Sosa  - Chief Keef,created,RL Grime: Chief Keef - Love Sosa (RL Grime Remix),track_basic,-1
Chief Keef,0.342131,0.222053,2,Love Sosa  - Chief Keef,created,RL Grime: Chief Keef - Love Sosa (RL Grime Remix),artist,-1
Steph Jones,0.762395,0.394283,1,Steph Jones - Blackout ,created,Ephwurd: Tritonal feat. Steph Jones - Blackout (LAXX Remix),artist,-1
Blackout ,0.704995,0.371959,2,Steph Jones - Blackout ,created,Ephwurd: Tritonal feat. Steph Jones - Blackout (LAXX Remix),track_basic,-1
Tha Trickaz,0.344605,0.469225,1,Tha Trickaz - Dopeness ,created,NGHTMRE: Tha Trickaz & Creaky Jackals - Dopeness (BASSTRICK Remix),artist,-1
Dopeness ,0.39214,0.427152,2,Tha Trickaz - Dopeness ,created,NGHTMRE: Tha Trickaz & Creaky Jackals - Dopeness (BASSTRICK Remix),track_basic,-1
I Will Always Lick Dat ,0.569699,0.303854,1,I Will Always Lick Dat  - Yellow Claw,created,Slushii: Whitney Houston vs. Yellow Claw - I Will Always Lick Dat (The Underdogs DJ Tool),track_basic,-1
Yellow Claw,0.57106,0.338601,2,I Will Always Lick Dat  - Yellow Claw,created,Slushii: Whitney Houston vs. Yellow Claw - I Will Always Lick Dat (The Underdogs DJ Tool),set_artist,9
DJ Laz,0.362538,0.499699,1,DJ Laz - Esa Morena ,created,Valentino Khan: DJ Laz - Esa Morena (Nadastrom & Sabo Love Miami Mix),artist,-1
Esa Morena ,0.405324,0.455558,2,DJ Laz - Esa Morena ,created,Valentino Khan: DJ Laz - Esa Morena (Nadastrom & Sabo Love Miami Mix),track_basic,-1
Haley Gibby,0.267438,0.324712,1,Haley Gibby - I Remember ,created,Mija: deadmau5 & Kaskade feat. Haley Gibby - I Remember (Caspa Remix),artist,-1
I Remember ,0.324511,0.330236,2,Haley Gibby - I Remember ,created,Mija: deadmau5 & Kaskade feat. Haley Gibby - I Remember (Caspa Remix),track_basic,-1
All My Bitches,0.559619,0.269041,1,All My Bitches - FS Green,created,Yellow Claw: Yellow Claw & FS Green feat. Lil' Debbie - All My Bitches,track_basic,-1
FS Green,0.496039,0.264894,2,All My Bitches - FS Green,created,Yellow Claw: Yellow Claw & FS Green feat. Lil' Debbie - All My Bitches,artist,-1
All My Bitches,0.559619,0.269041,1,All My Bitches - Lil' Debbie,created,Yellow Claw: Yellow Claw & FS Green feat. Lil' Debbie - All My Bitches,track_basic,-1
Lil' Debbie,0.59573,0.232058,2,All My Bitches - Lil' Debbie,created,Yellow Claw: Yellow Claw & FS Green feat. Lil' Debbie - All My Bitches,artist,-1
All My Bitches,0.559619,0.269041,1,All My Bitches - Yellow Claw,created & played,Yellow Claw: Yellow Claw & FS Green feat. Lil' Debbie - All My Bitches,track_basic,-1
Yellow Claw,0.57106,0.338601,2,All My Bitches - Yellow Claw,created & played,Yellow Claw: Yellow Claw & FS Green feat. Lil' Debbie - All My Bitches,set_artist,9
What U Want,0.488681,0.463308,1,What U Want - Shaun Frank,played,Shaun Frank: Cat Dealers & RICCI - What U Want,track_basic,-1
Shaun Frank,0.484177,0.363283,2,What U Want - Shaun Frank,played,Shaun Frank: Cat Dealers & RICCI - What U Want,set_artist,1
What U Want,0.488681,0.463308,1,What U Want - Cat Dealers,created,Shaun Frank: Cat Dealers & RICCI - What U Want,track_basic,-1
Cat Dealers,0.496186,0.521217,2,What U Want - Cat Dealers,created,Shaun Frank: Cat Dealers & RICCI - What U Want,artist,-1
Eh!de,0.568741,0.186343,1,Eh!de - Selecta,created,Snails: Spag Heddy & Eh!de - Selecta,artist,-1
Selecta,0.560318,0.25008,2,Eh!de - Selecta,created,Snails: Spag Heddy & Eh!de - Selecta,track_basic,-1
Punk ,0.555823,0.530454,1,Punk  - Ferry Corsten,created,W&W: Ferry Corsten - Punk (W&W Bootleg),track_basic,-1
Ferry Corsten,0.515552,0.621041,2,Punk  - Ferry Corsten,created,W&W: Ferry Corsten - Punk (W&W Bootleg),set_artist,1
Disarm You ,0.356915,0.190491,1,Disarm You  - Kaskade,created,Illenium: Kaskade feat. Ilsey - Disarm You (Illenium Remix),track_basic,-1
Kaskade,0.362073,0.245094,2,Disarm You  - Kaskade,created,Illenium: Kaskade feat. Ilsey - Disarm You (Illenium Remix),set_artist,1
Disarm You ,0.356915,0.190491,1,Disarm You  - Illenium,played,Illenium: Kaskade feat. Ilsey - Disarm You (Illenium Remix),track_basic,-1
Illenium,0.4234,0.223717,2,Disarm You  - Illenium,played,Illenium: Kaskade feat. Ilsey - Disarm You (Illenium Remix),set_artist,1
Disarm You ,0.356915,0.190491,1,Disarm You  - Ilsey,created,Illenium: Kaskade feat. Ilsey - Disarm You (Illenium Remix),track_basic,-1
Ilsey,0.315756,0.147595,2,Disarm You  - Ilsey,created,Illenium: Kaskade feat. Ilsey - Disarm You (Illenium Remix),artist,-1
Mako,0.46847,0.378649,1,Mako - ID,created,Illenium: Illenium & Mako - ID,artist,-1
ID,0.509231,0.357649,2,Mako - ID,created,Illenium: Illenium & Mako - ID,track_basic,-1
How Deep Is Your Love ,0.496001,0.37248,1,How Deep Is Your Love  - Afrojack,played,Afrojack: Calvin Harris & Disciples feat. Ina Wroldsen - How Deep Is Your Love (Calvin Harris & R3hab Remix),track_basic,-1
Afrojack,0.58438,0.33521,2,How Deep Is Your Love  - Afrojack,played,Afrojack: Calvin Harris & Disciples feat. Ina Wroldsen - How Deep Is Your Love (Calvin Harris & R3hab Remix),set_artist,1
How Deep Is Your Love ,0.496001,0.37248,1,How Deep Is Your Love  - Ina Wroldsen,created,Afrojack: Calvin Harris & Disciples feat. Ina Wroldsen - How Deep Is Your Love (Calvin Harris & R3hab Remix),track_basic,-1
Ina Wroldsen,0.428925,0.372104,2,How Deep Is Your Love  - Ina Wroldsen,created,Afrojack: Calvin Harris & Disciples feat. Ina Wroldsen - How Deep Is Your Love (Calvin Harris & R3hab Remix),artist,-1
How Deep Is Your Love ,0.496001,0.37248,1,How Deep Is Your Love  - Disciples,created,Afrojack: Calvin Harris & Disciples feat. Ina Wroldsen - How Deep Is Your Love (Calvin Harris & R3hab Remix),track_basic,-1
Disciples,0.460772,0.418545,2,How Deep Is Your Love  - Disciples,created,Afrojack: Calvin Harris & Disciples feat. Ina Wroldsen - How Deep Is Your Love (Calvin Harris & R3hab Remix),artist,-1
How Deep Is Your Love ,0.496001,0.37248,1,How Deep Is Your Love  - Calvin Harris,created,Afrojack: Calvin Harris & Disciples feat. Ina Wroldsen - How Deep Is Your Love (Calvin Harris & R3hab Remix),track_basic,-1
Calvin Harris,0.480566,0.347554,2,How Deep Is Your Love  - Calvin Harris,created,Afrojack: Calvin Harris & Disciples feat. Ina Wroldsen - How Deep Is Your Love (Calvin Harris & R3hab Remix),artist,-1
Juicy J,0.55613,0.22237,1,Juicy J - City On Lockdown,created,Yellow Claw: Yellow Claw feat. Lil' Debbie & Juicy J - City On Lockdown,artist,-1
City On Lockdown,0.584515,0.263906,2,Juicy J - City On Lockdown,created,Yellow Claw: Yellow Claw feat. Lil' Debbie & Juicy J - City On Lockdown,track_basic,-1
Juicy J,0.55613,0.22237,1,Juicy J - Bandz A Make Her Dance,created,RL Grime: Juicy J - Bandz A Make Her Dance,artist,-1
Bandz A Make Her Dance,0.503543,0.240966,2,Juicy J - Bandz A Make Her Dance,created,RL Grime: Juicy J - Bandz A Make Her Dance,track_basic,-1
Sparks ,0.474636,0.443891,1,Sparks  - Nicky Romero,created,Kayzo: Fedde Le Grand & Nicky Romero feat. Matthew Koma - Sparks (Turn Off Your Mind) (Atmozfears & Audiotricz Remix),track_basic,-1
Nicky Romero,0.442316,0.49766,2,Sparks  - Nicky Romero,created,Kayzo: Fedde Le Grand & Nicky Romero feat. Matthew Koma - Sparks (Turn Off Your Mind) (Atmozfears & Audiotricz Remix),artist,-1
Sparks ,0.474636,0.443891,1,Sparks  - Kayzo,played,Kayzo: Fedde Le Grand & Nicky Romero feat. Matthew Koma - Sparks (Turn Off Your Mind) (Atmozfears & Audiotricz Remix),track_basic,-1
Kayzo,0.463961,0.33294,2,Sparks  - Kayzo,played,Kayzo: Fedde Le Grand & Nicky Romero feat. Matthew Koma - Sparks (Turn Off Your Mind) (Atmozfears & Audiotricz Remix),set_artist,1
Sparks ,0.474636,0.443891,1,Sparks  - Matthew Koma,created,Kayzo: Fedde Le Grand & Nicky Romero feat. Matthew Koma - Sparks (Turn Off Your Mind) (Atmozfears & Audiotricz Remix),track_basic,-1
Matthew Koma,0.493553,0.504776,2,Sparks  - Matthew Koma,created,Kayzo: Fedde Le Grand & Nicky Romero feat. Matthew Koma - Sparks (Turn Off Your Mind) (Atmozfears & Audiotricz Remix),artist,-1
Sparks ,0.474636,0.443891,1,Sparks  - Fedde Le Grand,created,Kayzo: Fedde Le Grand & Nicky Romero feat. Matthew Koma - Sparks (Turn Off Your Mind) (Atmozfears & Audiotricz Remix),track_basic,-1
Fedde Le Grand,0.530955,0.479063,2,Sparks  - Fedde Le Grand,created,Kayzo: Fedde Le Grand & Nicky Romero feat. Matthew Koma - Sparks (Turn Off Your Mind) (Atmozfears & Audiotricz Remix),artist,-1
Checkmate,0.663814,0.525498,1,Checkmate - Fytch,created,San Holo: Fytch & Paradym - Checkmate,track_basic,-1
Fytch,0.707095,0.536385,2,Checkmate - Fytch,created,San Holo: Fytch & Paradym - Checkmate,artist,-1
Checkmate,0.663814,0.525498,1,Checkmate - San Holo,played,San Holo: Fytch & Paradym - Checkmate,track_basic,-1
San Holo,0.596959,0.460492,2,Checkmate - San Holo,played,San Holo: Fytch & Paradym - Checkmate,set_artist,1
Whoomp! ,0.674944,0.375231,1,Whoomp!  - Ephwurd,played,Ephwurd: Tag Team - Whoomp! (There It Is),track_basic,-1
Ephwurd,0.608173,0.332616,2,Whoomp!  - Ephwurd,played,Ephwurd: Tag Team - Whoomp! (There It Is),set_artist,1
Wherever You Are,0.469131,0.580067,1,Wherever You Are - Ferry Corsten,created & played,Ferry Corsten: Ferry Corsten feat. HALIENE - Wherever You Are,track_basic,-1
Ferry Corsten,0.515552,0.621041,2,Wherever You Are - Ferry Corsten,created & played,Ferry Corsten: Ferry Corsten feat. HALIENE - Wherever You Are,set_artist,1
Wherever You Are,0.469131,0.580067,1,Wherever You Are - HALIENE,created,Ferry Corsten: Ferry Corsten feat. HALIENE - Wherever You Are,track_basic,-1
HALIENE,0.448998,0.505748,2,Wherever You Are - HALIENE,created,Ferry Corsten: Ferry Corsten feat. HALIENE - Wherever You Are,artist,-1
Trendkiller,0.349063,0.207434,1,Trendkiller - Apollo,created,RL Grime: Trendkiller - Apollo,artist,-1
Apollo,0.396177,0.245285,2,Trendkiller - Apollo,created,RL Grime: Trendkiller - Apollo,track_basic,-1
Messinian,0.547173,0.580087,1,Messinian - Neck Brace ,created,Excision: Excision feat. Messinian - Neck Brace (AFK Remix),artist,-1
Neck Brace ,0.55257,0.52134,2,Messinian - Neck Brace ,created,Excision: Excision feat. Messinian - Neck Brace (AFK Remix),track_basic,-1
The Dopest ,0.554729,0.381331,1,The Dopest  - Moksi,created,Zomboy: Moksi - The Dopest (Cesqeaux Remix / Virtual Riot Edit),track_basic,-1
Moksi,0.521815,0.404778,2,The Dopest  - Moksi,created,Zomboy: Moksi - The Dopest (Cesqeaux Remix / Virtual Riot Edit),artist,-1
The Dopest ,0.554729,0.381331,1,The Dopest  - Yellow Claw,played,Yellow Claw: Moksi - The Dopest (Cesqeaux Remix),track_basic,-1
Yellow Claw,0.57106,0.338601,2,The Dopest  - Yellow Claw,played,Yellow Claw: Moksi - The Dopest (Cesqeaux Remix),set_artist,9
MAGIC!,0.712973,0.395315,1,MAGIC! - Sun Goes Down,created,Showtek: David Guetta & Showtek feat. MAGIC! & Sonny Wilson - Sun Goes Down,artist,-1
Sun Goes Down,0.690763,0.411182,2,MAGIC! - Sun Goes Down,created,Showtek: David Guetta & Showtek feat. MAGIC! & Sonny Wilson - Sun Goes Down,track_basic,-1
Fedde Le Grand,0.530955,0.479063,1,Fedde Le Grand - Put Your Hands Up For Detroit,created,Oliver Heldens: Fedde Le Grand - Put Your Hands Up For Detroit,artist,-1
Put Your Hands Up For Detroit,0.591898,0.458157,2,Fedde Le Grand - Put Your Hands Up For Detroit,created,Oliver Heldens: Fedde Le Grand - Put Your Hands Up For Detroit,track_basic,-1
Try Me,0.497369,0.20923,1,Try Me - Marshmello,played,Marshmello: TropKillaz - Try Me,track_basic,-1
Marshmello,0.502467,0.293848,2,Try Me - Marshmello,played,Marshmello: TropKillaz - Try Me,set_artist,6
Hook N Sling,0.530555,0.149937,1,Hook N Sling - Love On Me,created,Kygo: Galantis & Hook N Sling - Love On Me,artist,-1
Love On Me,0.524731,0.208899,2,Hook N Sling - Love On Me,created,Kygo: Galantis & Hook N Sling - Love On Me,track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - Something New,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Salem Al Fakir & Vincent Pontare - Something New,artist,-1
Something New,0.523274,0.174288,2,Axwell * Ingrosso - Something New,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Salem Al Fakir & Vincent Pontare - Something New,track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - On My Way vs. Save The World vs. The Final Countdown ,created,Axwell & Ingrosso: Axwell * Ingrosso & Salem Al Fakir vs. Swedish House Mafia & John Martin vs. Europe - On My Way vs. Save The World vs. The Final Countdown (Axwell * Ingrosso Mashup),artist,-1
On My Way vs. Save The World vs. The Final Countdown ,0.550305,0.206973,2,Axwell * Ingrosso - On My Way vs. Save The World vs. The Final Countdown ,created,Axwell & Ingrosso: Axwell * Ingrosso & Salem Al Fakir vs. Swedish House Mafia & John Martin vs. Europe - On My Way vs. Save The World vs. The Final Countdown (Axwell * Ingrosso Mashup),track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - This Time ,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Pusha-T - This Time (NC Edit),artist,-1
This Time ,0.486941,0.254247,2,Axwell * Ingrosso - This Time ,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Pusha-T - This Time (NC Edit),track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - Dream Bigger,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Pharrell Williams - Dream Bigger,artist,-1
Dream Bigger,0.534325,0.194467,2,Axwell * Ingrosso - Dream Bigger,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Pharrell Williams - Dream Bigger,track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - Sun Is Shining,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Salem Al Fakir & Vincent Pontare - Sun Is Shining,artist,-1
Sun Is Shining,0.523225,0.174288,2,Axwell * Ingrosso - Sun Is Shining,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Salem Al Fakir & Vincent Pontare - Sun Is Shining,track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - Dawn vs. The Scientist ,created,Axwell & Ingrosso: Axwell * Ingrosso vs. Coldplay - Dawn vs. The Scientist (Axwell * Ingrosso Mashup),artist,-1
Dawn vs. The Scientist ,0.568159,0.199521,2,Axwell * Ingrosso - Dawn vs. The Scientist ,created,Axwell & Ingrosso: Axwell * Ingrosso vs. Coldplay - Dawn vs. The Scientist (Axwell * Ingrosso Mashup),track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - I Love You,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Kid Ink - I Love You,artist,-1
I Love You,0.525743,0.151003,2,Axwell * Ingrosso - I Love You,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Kid Ink - I Love You,track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - How Do You Feel Right Now,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Kinnda - How Do You Feel Right Now,artist,-1
How Do You Feel Right Now,0.514803,0.166896,2,Axwell * Ingrosso - How Do You Feel Right Now,created,Axwell & Ingrosso: Axwell * Ingrosso feat. Kinnda - How Do You Feel Right Now,track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - More Than You Know,created,Kygo: Axwell * Ingrosso feat. Salem Al Fakir - More Than You Know,artist,-1
More Than You Know,0.566586,0.178262,2,Axwell * Ingrosso - More Than You Know,created,Kygo: Axwell * Ingrosso feat. Salem Al Fakir - More Than You Know,track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini ,created,Axwell & Ingrosso: Swedish House Mafia & Knife Party feat. ADL vs. Axwell * Ingrosso feat. Pharrell Williams vs. Skrillex & Rick Ross vs. Garmiani - Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini (Axwell * Ingrosso Mashup),artist,-1
Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini ,0.529212,0.275574,2,Axwell * Ingrosso - Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini ,created,Axwell & Ingrosso: Swedish House Mafia & Knife Party feat. ADL vs. Axwell * Ingrosso feat. Pharrell Williams vs. Skrillex & Rick Ross vs. Garmiani - Antidote vs. One vs. Dream Bigger vs. Purple Lamborghini (Axwell * Ingrosso Mashup),track_basic,-1
Axwell * Ingrosso,0.526096,0.205662,1,Axwell * Ingrosso - On My Way ,created,Valentino Khan: Axwell * Ingrosso feat. Salem Al Fakir & Vincent Pontare - On My Way (Valentino Khan Remix),artist,-1
